Date	species	surfaceom_cover	surfaceom_wt	cover_green	cover_tot	residue_cover	phenology	gai	dai	lai	rtdep	stress_index	npp	growth	incorp_rate[1][1]	incorp_rate[1][2]	incorp_rate[1][3]	incorp_rate[1][4]	incorp_rate[1][5]	incorp_rate[1][6]	incorp_rate[1][7]	incorp_rate[1][8]	incorp_rate[1][9]	incorp_rate[1][10]	incorp_rate[1][11]	incorp_rate[1][12]	incorp_rate[2][1]	incorp_rate[2][2]	incorp_rate[2][3]	incorp_rate[2][4]	incorp_rate[2][5]	incorp_rate[2][6]	incorp_rate[2][7]	incorp_rate[2][8]	incorp_rate[2][9]	incorp_rate[2][10]	incorp_rate[2][11]	incorp_rate[2][12]	sw_dep[1]	sw_dep[2]	sw_dep[3]	sw_dep[4]	sw_dep[5]	sw_dep[6]	total_soil_water	sw_uptake[1]	sw_uptake[2]	sw_uptake[3]	sw_uptake[4]	sw_uptake[5]	sw_uptake[6]	glf_gai	glf_vpd	glf_sm	glf_tmp	glf_wl	glf_nitr	total_nh4	total_no3	total_n	nh4[1]	nh4[2]	nh4[3]	nh4[4]	nh4[5]	nh4[6]	no3[1]	no3[2]	no3[3]	no3[4]	no3[5]	no3[6]	uptake_nh4[1]	uptake_nh4[2]	uptake_nh4[3]	uptake_nh4[4]	uptake_nh4[5]	uptake_nh4[6]	uptake_no3[1]	uptake_no3[2]	uptake_no3[3]	uptake_no3[4]	uptake_no3[5]	uptake_no3[6]	height	farm.pasture01.ryegrass.green_n
1990-11-28	Perennial Ryegrass	0.00	0.29	0.55	0.56	0.00	0.95	1	0	1.26	650.00	0.00	5.00	3.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.0	14.9	25.1	43.3	54.7	153.22	0.000	0.004	0.067	0.162	0.220	0.000	0.5533	0.7165	0.2002	0.9999	1.0000	1.0000	0.16	76.24	76.40	0.09	0.00	0.00	0.00	0.03	0.03	12.27	13.91	17.68	15.97	10.34	6.08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.42	0.03
1990-11-29	Perennial Ryegrass	0.00	0.29	0.55	0.55	0.00	0.96	1	0	1.26	650.00	0.00	-0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.2	13.0	14.8	24.9	43.2	54.6	152.73	0.000	0.001	0.062	0.154	0.213	0.000	0.5545	1.0000	0.1215	1.0000	1.0000	1.0000	0.16	76.25	76.41	0.09	0.00	0.00	0.00	0.03	0.03	12.29	13.91	17.67	15.97	10.34	6.07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.47	0.03
1990-11-30	Perennial Ryegrass	0.00	0.29	0.56	0.56	0.00	0.97	1	0	1.26	650.00	0.00	4.49	3.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.2	13.0	14.8	24.8	43.0	54.5	152.31	0.000	0.001	0.058	0.147	0.206	0.000	0.5542	0.9224	0.1475	1.0000	1.0000	1.0000	0.16	75.79	75.95	0.09	0.00	0.00	0.00	0.03	0.03	12.30	13.79	17.53	15.81	10.28	6.06	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0027	0.1202	0.1324	0.1556	0.0659	0.0000	27.50	0.03
1990-12-01	Perennial Ryegrass	0.00	0.30	0.55	0.56	0.00	0.98	1	0	1.26	650.00	0.00	-0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.2	13.0	14.7	24.7	42.8	54.4	151.90	0.000	0.001	0.054	0.140	0.200	0.000	0.5553	1.0000	0.1133	1.0000	1.0000	1.0000	0.16	75.70	75.86	0.09	0.00	0.00	0.00	0.03	0.03	12.32	13.77	17.50	15.78	10.27	6.06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0241	0.0258	0.0305	0.0129	0.0000	27.54	0.03
1990-12-02	Perennial Ryegrass	0.00	0.32	0.56	0.56	0.00	0.98	1	0	1.26	650.00	0.00	1.31	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.1	13.0	14.7	24.6	42.7	54.3	152.40	0.000	0.001	0.050	0.134	0.194	0.000	0.5550	1.0000	0.1667	1.0000	1.0000	1.0000	0.16	75.27	75.43	0.09	0.00	0.00	0.00	0.03	0.03	12.33	13.66	17.37	15.64	10.22	6.05	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0027	0.1180	0.1218	0.1454	0.0620	0.0000	27.54	0.03
1990-12-03	Perennial Ryegrass	0.00	0.36	0.56	0.56	0.00	0.98	1	0	1.27	650.00	0.00	5.56	3.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.4	18.9	14.8	24.5	42.6	54.2	177.29	0.000	0.001	0.047	0.127	0.188	0.000	0.5553	0.9309	0.2534	1.0000	1.0000	1.0000	0.18	75.21	75.38	0.10	0.01	0.00	0.00	0.03	0.03	9.86	15.99	17.47	15.61	10.21	6.05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0273	0.0235	0.0280	0.0120	0.0000	27.59	0.03
1990-12-04	Perennial Ryegrass	0.00	0.33	0.56	0.57	0.00	0.99	1	0	1.29	650.00	0.00	30.64	21.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.1	19.6	15.7	24.4	42.4	54.1	173.36	0.867	0.411	0.053	0.122	0.182	0.000	0.5571	0.4398	0.8880	1.0000	1.0000	1.0000	0.19	74.56	74.75	0.12	0.01	0.01	0.00	0.02	0.03	8.56	15.90	18.26	15.59	10.20	6.05	0.0058	0.0002	0.0000	0.0000	0.0000	0.0000	0.4142	0.2180	0.0343	0.0356	0.0152	0.0000	27.92	0.03
1990-12-05	Perennial Ryegrass	0.00	0.30	0.57	0.57	0.00	0.99	1	0	1.31	650.00	0.00	18.33	12.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.4	18.5	16.0	24.4	42.3	54.0	169.55	0.495	0.462	0.121	0.117	0.177	0.000	0.5649	0.4562	0.5220	1.0000	1.0000	1.0000	0.22	74.29	74.50	0.13	0.02	0.01	0.00	0.02	0.03	8.70	15.24	18.52	15.58	10.20	6.05	0.0021	0.0002	0.0000	0.0000	0.0000	0.0000	0.1371	0.1554	0.0379	0.0224	0.0095	0.0000	28.49	0.03
1990-12-06	Perennial Ryegrass	0.00	0.29	0.57	0.57	0.00	0.99	1	0	1.32	650.00	0.00	12.51	8.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.5	17.8	15.9	24.3	42.2	53.9	165.68	0.307	0.386	0.138	0.112	0.171	0.000	0.5690	0.4965	0.4317	1.0000	1.0000	1.0000	0.21	74.13	74.34	0.12	0.02	0.01	0.00	0.02	0.04	8.86	14.90	18.55	15.57	10.20	6.05	0.0011	0.0002	0.0000	0.0000	0.0000	0.0000	0.0774	0.1081	0.0362	0.0188	0.0079	0.0000	28.82	0.03
1990-12-07	Perennial Ryegrass	0.00	0.28	0.57	0.57	0.00	1.00	1	0	1.33	650.00	0.00	8.37	5.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.9	17.3	15.8	24.2	42.0	53.9	163.09	0.107	0.339	0.134	0.108	0.166	0.000	0.5718	0.6956	0.2837	1.0000	1.0000	1.0000	0.21	74.08	74.30	0.12	0.03	0.01	0.00	0.02	0.04	8.98	14.70	18.59	15.57	10.20	6.05	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0152	0.0358	0.0135	0.0070	0.0030	0.0000	29.04	0.03
1990-12-08	Perennial Ryegrass	0.00	0.27	0.58	0.58	0.00	1.00	1	0	1.33	650.00	0.00	7.06	4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.9	16.8	15.7	24.2	41.9	53.8	161.29	0.000	0.300	0.129	0.104	0.161	0.000	0.5737	0.9028	0.1999	1.0000	1.0000	1.0000	0.22	74.00	74.22	0.12	0.03	0.01	0.00	0.02	0.04	9.10	14.49	18.60	15.57	10.20	6.04	0.0002	0.0001	0.0000	0.0000	0.0000	0.0000	0.0145	0.0584	0.0242	0.0127	0.0053	0.0000	29.20	0.03
1990-12-09	Perennial Ryegrass	0.00	0.26	0.58	0.58	0.00	1.00	1	0	1.34	650.00	0.00	10.96	7.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.1	16.3	15.7	24.1	41.8	53.7	159.71	0.000	0.265	0.122	0.100	0.157	0.000	0.5753	0.5770	0.3507	1.0000	1.0000	1.0000	0.22	73.87	74.10	0.12	0.03	0.01	0.00	0.02	0.04	9.21	14.27	18.59	15.56	10.20	6.04	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0172	0.0815	0.0367	0.0196	0.0081	0.0000	29.38	0.03
1990-12-10	Perennial Ryegrass	0.00	0.30	0.58	0.58	0.00	1.00	1	0	1.35	650.00	0.00	12.60	8.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.9	18.5	15.6	24.0	41.7	53.6	172.40	0.000	0.234	0.116	0.096	0.152	0.000	0.5779	0.6244	0.3697	1.0000	1.0000	1.0000	0.25	73.65	73.90	0.14	0.04	0.01	0.00	0.02	0.04	8.25	15.03	18.61	15.53	10.19	6.04	0.0004	0.0004	0.0001	0.0000	0.0000	0.0000	0.0246	0.1636	0.0742	0.0402	0.0166	0.0000	29.60	0.03
1990-12-11	Perennial Ryegrass	0.00	0.29	0.59	0.59	0.00	1.00	1	0	1.38	650.00	0.00	30.39	21.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.6	18.4	15.7	24.0	41.6	53.5	168.87	0.624	0.384	0.115	0.093	0.148	0.000	0.5813	0.4889	0.6072	1.0000	1.0000	1.0000	0.27	73.02	73.29	0.15	0.04	0.01	0.00	0.02	0.04	7.83	14.77	18.71	15.50	10.17	6.04	0.0065	0.0008	0.0001	0.0000	0.0000	0.0000	0.3290	0.2593	0.0760	0.0401	0.0164	0.0000	30.08	0.03
1990-12-12	Perennial Ryegrass	0.00	0.28	0.59	0.59	0.00	1.00	1	0	1.39	650.00	0.00	20.58	14.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.1	17.8	15.7	23.9	41.5	53.5	165.43	0.391	0.380	0.122	0.090	0.143	0.000	0.5877	0.5770	0.3527	1.0000	1.0000	1.0000	0.28	72.57	72.86	0.16	0.05	0.02	0.00	0.02	0.04	7.86	14.33	18.71	15.48	10.16	6.04	0.0039	0.0008	0.0001	0.0000	0.0000	0.0000	0.1829	0.2256	0.0714	0.0353	0.0144	0.0000	30.63	0.03
1990-12-13	Perennial Ryegrass	0.00	0.27	0.60	0.60	0.00	1.00	2	0	1.40	650.00	0.00	15.93	11.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.6	17.2	15.6	23.9	41.4	53.4	162.12	0.216	0.333	0.119	0.086	0.139	0.000	0.5918	0.4501	0.4028	1.0000	1.0000	1.0000	0.27	72.32	72.59	0.14	0.05	0.02	0.00	0.02	0.04	7.94	14.03	18.71	15.46	10.16	6.03	0.0015	0.0005	0.0000	0.0000	0.0000	0.0000	0.0838	0.1420	0.0513	0.0253	0.0102	0.0000	31.00	0.03
1990-12-14	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.01	2	0	1.41	650.00	0.00	10.28	7.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.4	16.7	15.6	23.8	41.3	53.3	159.11	0.042	0.295	0.115	0.083	0.135	0.000	0.5950	0.7111	0.2035	1.0000	1.0000	1.0000	0.27	72.08	72.35	0.14	0.05	0.02	0.00	0.02	0.04	8.03	13.74	18.69	15.44	10.15	6.03	0.0008	0.0005	0.0000	0.0000	0.0000	0.0000	0.0438	0.1351	0.0541	0.0269	0.0108	0.0000	31.28	0.03
1990-12-15	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.01	2	0	1.42	650.00	0.00	8.38	5.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.4	16.3	15.5	23.8	41.2	53.2	157.41	0.000	0.260	0.110	0.081	0.132	0.000	0.5971	0.6942	0.2025	1.0000	1.0000	1.0000	0.27	72.02	72.30	0.14	0.06	0.02	0.00	0.02	0.04	8.15	13.56	18.69	15.44	10.15	6.03	0.0001	0.0002	0.0000	0.0000	0.0000	0.0000	0.0070	0.0410	0.0180	0.0091	0.0036	0.0000	31.47	0.03
1990-12-16	Perennial Ryegrass	0.00	0.25	0.60	0.60	0.00	1.01	2	0	1.43	650.00	0.00	7.79	5.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.6	15.9	15.4	23.8	41.1	53.2	155.94	0.000	0.229	0.104	0.078	0.128	0.000	0.5988	0.9027	0.2034	1.0000	1.0000	1.0000	0.28	71.85	72.13	0.14	0.06	0.02	0.00	0.02	0.04	8.26	13.33	18.66	15.42	10.14	6.02	0.0003	0.0005	0.0000	0.0000	0.0000	0.0000	0.0143	0.1054	0.0501	0.0258	0.0102	0.0000	31.63	0.03
1990-12-17	Perennial Ryegrass	0.00	0.25	0.60	0.60	0.00	1.01	2	0	1.43	650.00	0.00	4.84	3.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.0	15.5	15.3	23.7	41.0	53.1	154.61	0.000	0.202	0.098	0.075	0.124	0.000	0.6005	1.0000	0.1809	1.0000	1.0000	1.0000	0.28	71.88	72.16	0.14	0.06	0.02	0.00	0.02	0.04	8.39	13.23	18.68	15.43	10.14	6.02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.76	0.03
1990-12-18	Perennial Ryegrass	0.00	0.25	0.60	0.60	0.00	1.01	2	0	1.41	650.00	0.00	-11.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.4	15.2	15.2	23.7	40.9	53.0	153.40	0.000	0.177	0.092	0.072	0.121	0.000	0.6016	1.0000	0.1068	1.0000	1.0000	1.0000	0.28	71.92	72.20	0.14	0.06	0.02	0.00	0.02	0.04	8.50	13.13	18.69	15.44	10.15	6.02	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.73	0.03
1990-12-19	Perennial Ryegrass	0.00	0.25	0.60	0.60	0.00	1.01	2	0	1.43	650.00	0.00	9.11	6.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.5	14.9	15.1	23.6	40.9	52.9	153.03	0.000	0.154	0.086	0.070	0.118	0.000	0.5980	1.0000	0.4732	1.0000	1.0000	1.0000	0.27	71.25	71.53	0.14	0.06	0.02	0.00	0.02	0.04	8.59	12.70	18.50	15.34	10.11	6.02	0.0004	0.0015	0.0002	0.0000	0.0001	0.0000	0.0253	0.3352	0.1941	0.1073	0.0420	0.0000	31.54	0.03
1990-12-20	Perennial Ryegrass	0.00	0.25	0.60	0.60	0.00	1.01	2	0	1.43	650.00	0.00	-0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.9	14.7	15.1	23.6	40.8	52.9	151.89	0.000	0.135	0.080	0.068	0.115	0.000	0.6015	1.0000	0.1155	1.0000	1.0000	1.0000	0.27	71.29	71.56	0.14	0.05	0.02	0.00	0.02	0.04	8.69	12.62	18.51	15.34	10.11	6.01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.73	0.03
1990-12-21	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.02	2	0	1.43	650.00	0.00	5.72	3.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.4	14.4	15.0	23.5	40.7	52.8	150.88	0.000	0.117	0.075	0.065	0.112	0.000	0.6014	0.8800	0.1952	1.0000	1.0000	1.0000	0.26	70.71	70.97	0.14	0.05	0.02	0.00	0.02	0.04	8.77	12.27	18.33	15.25	10.08	6.01	0.0003	0.0011	0.0002	0.0000	0.0001	0.0000	0.0201	0.2728	0.1773	0.1036	0.0403	0.0000	31.77	0.03
1990-12-22	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.02	2	0	1.42	650.00	0.00	-11.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.9	14.2	14.9	23.5	40.6	52.7	149.94	0.000	0.100	0.069	0.063	0.109	0.000	0.6027	1.0000	0.1088	1.0000	1.0000	1.0000	0.26	70.74	71.00	0.14	0.05	0.01	0.00	0.02	0.04	8.88	12.19	18.33	15.25	10.08	6.01	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.74	0.03
1990-12-23	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.02	2	0	1.41	650.00	0.00	-6.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.5	14.0	14.9	23.5	40.6	52.7	149.06	0.000	0.086	0.064	0.061	0.106	0.000	0.5990	1.0000	0.0741	1.0000	1.0000	1.0000	0.26	70.30	70.56	0.14	0.04	0.01	0.00	0.02	0.04	8.97	11.92	18.19	15.17	10.05	6.01	0.0001	0.0007	0.0001	0.0000	0.0001	0.0000	0.0092	0.1933	0.1399	0.0864	0.0335	0.0000	31.50	0.03
1990-12-24	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.02	2	0	1.41	650.00	0.00	1.49	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.0	13.8	14.8	23.4	40.5	52.6	148.22	0.000	0.072	0.060	0.059	0.103	0.000	0.5969	1.0000	0.0844	1.0000	1.0000	1.0000	0.25	69.83	70.08	0.14	0.04	0.01	0.00	0.02	0.04	9.06	11.65	18.03	15.08	10.01	6.00	0.0001	0.0007	0.0001	0.0000	0.0001	0.0000	0.0075	0.2002	0.1530	0.0972	0.0376	0.0000	31.41	0.03
1990-12-25	Perennial Ryegrass	0.00	0.26	0.60	0.60	0.00	1.02	2	0	1.40	650.00	0.00	-4.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.6	13.7	14.7	23.4	40.4	52.5	147.44	0.000	0.059	0.055	0.057	0.100	0.000	0.5971	1.0000	0.0813	1.0000	1.0000	1.0000	0.25	69.85	70.10	0.14	0.03	0.01	0.00	0.02	0.04	9.15	11.57	18.03	15.08	10.02	6.00	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.38	0.03
1990-12-26	Perennial Ryegrass	0.00	0.27	0.59	0.59	0.00	1.02	1	0	1.39	650.00	0.00	-6.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.5	14.7	23.4	40.4	52.5	146.75	0.000	0.048	0.051	0.055	0.098	0.000	0.5954	1.0000	0.0662	1.0000	1.0000	1.0000	0.24	69.48	69.72	0.14	0.03	0.01	0.00	0.02	0.04	9.24	11.35	17.90	15.00	9.99	6.00	0.0000	0.0004	0.0001	0.0000	0.0001	0.0000	0.0031	0.1473	0.1242	0.0833	0.0321	0.0000	31.25	0.03
1990-12-27	Perennial Ryegrass	0.00	0.27	0.59	0.59	0.00	1.03	1	0	1.38	650.00	0.00	-12.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.4	14.6	23.4	40.3	52.4	146.40	0.000	0.038	0.047	0.053	0.095	0.000	0.5930	1.0000	0.1023	1.0000	1.0000	1.0000	0.24	69.16	69.40	0.14	0.03	0.01	0.00	0.02	0.04	9.33	11.16	17.78	14.93	9.96	6.00	0.0000	0.0004	0.0001	0.0000	0.0000	0.0000	0.0020	0.1211	0.1074	0.0739	0.0285	0.0000	31.04	0.03
1990-12-28	Perennial Ryegrass	0.00	0.28	0.58	0.59	0.00	1.03	1	0	1.36	650.00	0.00	-15.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.3	14.6	23.3	40.3	52.3	146.08	0.000	0.028	0.043	0.051	0.093	0.000	0.5888	1.0000	0.0499	1.0000	1.0000	1.0000	0.24	68.90	69.14	0.14	0.03	0.01	0.00	0.02	0.04	9.42	10.99	17.68	14.87	9.94	5.99	0.0000	0.0003	0.0001	0.0000	0.0000	0.0000	0.0017	0.0969	0.0901	0.0636	0.0245	0.0000	30.71	0.03
1990-12-29	Perennial Ryegrass	0.00	0.28	0.58	0.58	0.01	1.03	1	0	1.34	650.00	0.00	-11.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.2	14.5	23.3	40.2	52.3	145.78	0.000	0.020	0.040	0.049	0.091	0.000	0.5832	1.0000	0.0588	1.0000	1.0000	1.0000	0.24	68.65	68.90	0.14	0.03	0.01	0.00	0.02	0.04	9.50	10.84	17.59	14.81	9.92	5.99	0.0000	0.0003	0.0001	0.0000	0.0000	0.0000	0.0017	0.0869	0.0845	0.0611	0.0236	0.0000	30.36	0.03
1990-12-30	Perennial Ryegrass	0.00	0.30	0.57	0.58	0.01	1.03	1	0	1.32	650.00	0.00	-11.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.1	14.5	23.3	40.2	52.2	145.49	0.000	0.012	0.037	0.048	0.088	0.000	0.5785	1.0000	0.0742	1.0000	1.0000	1.0000	0.24	68.44	68.68	0.14	0.03	0.01	0.00	0.02	0.04	9.58	10.70	17.51	14.76	9.90	5.99	0.0000	0.0002	0.0001	0.0000	0.0000	0.0000	0.0015	0.0738	0.0747	0.0553	0.0213	0.0000	30.07	0.03
1990-12-31	Perennial Ryegrass	0.00	0.36	0.57	0.57	0.01	1.03	1	0	1.30	650.00	0.00	-12.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.3	13.0	14.4	23.2	40.1	52.1	145.22	0.000	0.005	0.034	0.046	0.086	0.000	0.5735	1.0000	0.0703	1.0000	1.0000	1.0000	0.24	68.25	68.50	0.14	0.03	0.01	0.00	0.02	0.04	9.64	10.59	17.43	14.72	9.88	5.99	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0014	0.0617	0.0649	0.0491	0.0189	0.0000	29.77	0.02
1991-01-01	Perennial Ryegrass	0.00	0.38	0.56	0.57	0.02	1.04	1	0	1.27	650.00	0.00	-15.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.2	13.0	14.4	23.2	40.1	52.1	144.99	0.000	0.000	0.031	0.045	0.084	0.000	0.5678	1.0000	0.0531	1.0000	1.0000	1.0000	0.24	68.11	68.35	0.14	0.03	0.01	0.00	0.02	0.04	9.64	10.55	17.37	14.68	9.87	5.99	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0011	0.0485	0.0519	0.0402	0.0155	0.0000	29.44	0.02
